underlying,expiry,option_type,strike,contract_key,open_date,close_date,open_process_date,close_process_date,quantity,entry_price,exit_price,pnl_per_contract_dollars,total_pnl_dollars,result,holding_days,source_file_open,source_file_close,description
QQQ,3/30/2026,C,569.0,QQQ|3/30/2026|C|569.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.28,0.15,-13.0,-13.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Call $569.00
QQQ,3/30/2026,C,569.0,QQQ|3/30/2026|C|569.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.28,0.15,-13.0,-13.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Call $569.00
QQQ,3/30/2026,C,569.0,QQQ|3/30/2026|C|569.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2,0.41,0.26,-15.0,-30.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Call $569.00
QQQ,3/30/2026,C,572.0,QQQ|3/30/2026|C|572.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2,0.1,0.06,-4.0,-8.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Call $572.00
QQQ,3/30/2026,C,572.0,QQQ|3/30/2026|C|572.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,3,0.1,0.06,-4.0,-12.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Call $572.00
QQQ,3/30/2026,C,572.0,QQQ|3/30/2026|C|572.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,5,0.1,0.08,-2.0,-10.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Call $572.00
QQQ,3/30/2026,C,572.0,QQQ|3/30/2026|C|572.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2,0.1,0.06,-4.0,-8.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Call $572.00
QQQ,3/30/2026,C,572.0,QQQ|3/30/2026|C|572.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,3,0.1,0.06,-4.0,-12.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Call $572.00
QQQ,3/30/2026,C,572.0,QQQ|3/30/2026|C|572.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,5,0.1,0.08,-2.0,-10.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Call $572.00
QQQ,3/30/2026,P,553.0,QQQ|3/30/2026|P|553.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,5,0.1,0.07,-3.0,-15.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Put $553.00
QQQ,3/30/2026,P,553.0,QQQ|3/30/2026|P|553.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,5,0.1,0.07,-3.0,-15.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Put $553.00
QQQ,3/30/2026,P,556.0,QQQ|3/30/2026|P|556.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,5,0.15,0.16,1.0,5.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Put $556.00
QQQ,3/30/2026,P,556.0,QQQ|3/30/2026|P|556.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,5,0.15,0.16,1.0,5.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Put $556.00
QQQ,3/30/2026,P,560.0,QQQ|3/30/2026|P|560.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.37,3.85,348.0,348.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Put $560.00
QQQ,3/30/2026,P,560.0,QQQ|3/30/2026|P|560.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2,0.37,0.68,31.0,62.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Put $560.00
QQQ,3/30/2026,P,560.0,QQQ|3/30/2026|P|560.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.46,0.4,-6.0,-6.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Put $560.00
QQQ,3/30/2026,P,560.0,QQQ|3/30/2026|P|560.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.37,3.85,348.0,348.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Put $560.00
QQQ,3/30/2026,P,560.0,QQQ|3/30/2026|P|560.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2,0.37,0.68,31.0,62.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Put $560.00
QQQ,3/30/2026,P,560.0,QQQ|3/30/2026|P|560.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.46,0.4,-6.0,-6.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Put $560.00
QQQ,3/30/2026,P,561.0,QQQ|3/30/2026|P|561.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.97,1.79,82.0,82.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Put $561.00
QQQ,3/30/2026,P,561.0,QQQ|3/30/2026|P|561.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.98,0.59,-39.0,-39.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/30/2026 Put $561.00
QQQ,3/30/2026,P,561.0,QQQ|3/30/2026|P|561.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.97,1.79,82.0,82.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Put $561.00
QQQ,3/30/2026,P,561.0,QQQ|3/30/2026|P|561.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,0.98,0.59,-39.0,-39.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/30/2026 Put $561.00
SPY,3/30/2026,C,643.0,SPY|3/30/2026|C|643.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,3,0.21,0.36,15.0,45.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/30/2026 Call $643.00
SPY,3/30/2026,C,643.0,SPY|3/30/2026|C|643.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,3,0.21,0.36,15.0,45.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/30/2026 Call $643.00
SPY,3/30/2026,P,635.0,SPY|3/30/2026|P|635.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,1.93,1.16,-77.0,-77.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/30/2026 Put $635.00
SPY,3/30/2026,P,635.0,SPY|3/30/2026|P|635.0,2026-03-30,2026-03-30,2026-03-30,2026-03-30,1,1.93,1.16,-77.0,-77.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/30/2026 Put $635.00
SPY,3/31/2026,C,643.0,SPY|3/31/2026|C|643.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.9,0.61,-29.0,-29.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $643.00
SPY,3/31/2026,C,643.0,SPY|3/31/2026|C|643.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.5,1.24,74.0,74.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $643.00
SPY,3/31/2026,C,643.0,SPY|3/31/2026|C|643.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.9,0.61,-29.0,-29.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $643.00
SPY,3/31/2026,C,643.0,SPY|3/31/2026|C|643.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.5,1.24,74.0,74.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $643.00
SPY,3/31/2026,C,644.0,SPY|3/31/2026|C|644.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.54,3.47,293.0,293.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $644.00
SPY,3/31/2026,C,644.0,SPY|3/31/2026|C|644.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.54,3.47,293.0,293.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $644.00
SPY,3/31/2026,C,645.0,SPY|3/31/2026|C|645.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.54,0.29,-25.0,-25.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $645.00
SPY,3/31/2026,C,645.0,SPY|3/31/2026|C|645.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,1.13,0.24,-89.0,-178.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $645.00
SPY,3/31/2026,C,645.0,SPY|3/31/2026|C|645.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.54,0.29,-25.0,-25.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $645.00
SPY,3/31/2026,C,645.0,SPY|3/31/2026|C|645.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,1.13,0.24,-89.0,-178.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $645.00
SPY,3/31/2026,C,646.0,SPY|3/31/2026|C|646.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.39,4.2,381.0,762.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $646.00
SPY,3/31/2026,C,646.0,SPY|3/31/2026|C|646.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.26,4.2,394.0,788.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $646.00
SPY,3/31/2026,C,646.0,SPY|3/31/2026|C|646.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.39,4.2,381.0,762.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $646.00
SPY,3/31/2026,C,646.0,SPY|3/31/2026|C|646.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.26,4.2,394.0,788.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $646.00
SPY,3/31/2026,C,651.0,SPY|3/31/2026|C|651.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.82,0.28,-54.0,-54.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $651.00
SPY,3/31/2026,C,651.0,SPY|3/31/2026|C|651.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.82,0.28,-54.0,-54.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $651.00
SPY,3/31/2026,C,652.0,SPY|3/31/2026|C|652.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.14,0.12,-2.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Call $652.00
SPY,3/31/2026,C,652.0,SPY|3/31/2026|C|652.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.14,0.12,-2.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Call $652.00
SPY,3/31/2026,P,633.0,SPY|3/31/2026|P|633.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,4,0.46,0.1,-36.0,-144.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $633.00
SPY,3/31/2026,P,633.0,SPY|3/31/2026|P|633.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,4,0.46,0.1,-36.0,-144.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $633.00
SPY,3/31/2026,P,636.0,SPY|3/31/2026|P|636.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.53,0.21,-32.0,-64.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $636.00
SPY,3/31/2026,P,636.0,SPY|3/31/2026|P|636.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.53,0.3,-23.0,-46.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $636.00
SPY,3/31/2026,P,636.0,SPY|3/31/2026|P|636.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.53,0.21,-32.0,-64.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $636.00
SPY,3/31/2026,P,636.0,SPY|3/31/2026|P|636.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2,0.53,0.3,-23.0,-46.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $636.00
SPY,3/31/2026,P,639.0,SPY|3/31/2026|P|639.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.75,0.52,-23.0,-23.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $639.00
SPY,3/31/2026,P,639.0,SPY|3/31/2026|P|639.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.75,0.52,-23.0,-23.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $639.00
SPY,3/31/2026,P,640.0,SPY|3/31/2026|P|640.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,4,0.22,0.12,-10.0,-40.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $640.00
SPY,3/31/2026,P,640.0,SPY|3/31/2026|P|640.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,1.61,1.03,-58.0,-58.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $640.00
SPY,3/31/2026,P,640.0,SPY|3/31/2026|P|640.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,4,0.22,0.12,-10.0,-40.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $640.00
SPY,3/31/2026,P,640.0,SPY|3/31/2026|P|640.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,1.61,1.03,-58.0,-58.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $640.00
SPY,3/31/2026,P,641.0,SPY|3/31/2026|P|641.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,1.86,3.5,164.0,164.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $641.00
SPY,3/31/2026,P,641.0,SPY|3/31/2026|P|641.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,1.86,3.5,164.0,164.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $641.00
SPY,3/31/2026,P,644.0,SPY|3/31/2026|P|644.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.8,0.54,-26.0,-26.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/31/2026 Put $644.00
SPY,3/31/2026,P,644.0,SPY|3/31/2026|P|644.0,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1,0.8,0.54,-26.0,-26.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/31/2026 Put $644.00
QQQ,4/1/2026,C,584.0,QQQ|4/1/2026|C|584.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.58,1.22,-36.0,-36.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $584.00
QQQ,4/1/2026,C,584.0,QQQ|4/1/2026|C|584.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.58,1.22,-36.0,-36.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $584.00
QQQ,4/1/2026,C,585.0,QQQ|4/1/2026|C|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.07,1.84,77.0,77.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $585.00
QQQ,4/1/2026,C,585.0,QQQ|4/1/2026|C|585.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.07,1.84,77.0,77.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $585.00
QQQ,4/1/2026,C,586.0,QQQ|4/1/2026|C|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.62,1.35,73.0,146.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $586.00
QQQ,4/1/2026,C,586.0,QQQ|4/1/2026|C|586.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.62,1.35,73.0,146.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $586.00
QQQ,4/1/2026,C,587.0,QQQ|4/1/2026|C|587.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.11,0.28,-83.0,-83.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $587.00
QQQ,4/1/2026,C,587.0,QQQ|4/1/2026|C|587.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.74,1.04,30.0,30.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $587.00
QQQ,4/1/2026,C,587.0,QQQ|4/1/2026|C|587.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.81,0.72,-9.0,-9.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $587.00
QQQ,4/1/2026,C,587.0,QQQ|4/1/2026|C|587.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,1.11,0.28,-83.0,-83.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $587.00
QQQ,4/1/2026,C,587.0,QQQ|4/1/2026|C|587.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.74,1.04,30.0,30.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $587.00
QQQ,4/1/2026,C,587.0,QQQ|4/1/2026|C|587.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.81,0.72,-9.0,-9.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $587.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.57,0.2,-37.0,-37.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.57,0.2,-37.0,-37.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.64,0.51,-13.0,-26.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.53,0.51,-2.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.54,0.51,-3.0,-3.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.54,0.51,-3.0,-3.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.57,0.2,-37.0,-37.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.57,0.2,-37.0,-37.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.64,0.51,-13.0,-26.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.53,0.51,-2.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.54,0.51,-3.0,-3.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,588.0,QQQ|4/1/2026|C|588.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.54,0.51,-3.0,-3.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $588.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.29,0.01,-28.0,-28.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.29,0.12,-17.0,-34.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.28,0.24,-4.0,-12.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.29,0.26,-3.0,-9.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.33,0.3,-3.0,-9.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,1,0.29,0.01,-28.0,-28.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2,0.29,0.12,-17.0,-34.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $589.00
QQQ,4/1/2026,C,589.0,QQQ|4/1/2026|C|589.0,2026-04-01,2026-04-01,2026-04-01,2026-04-01,3,0.28,0.24,-4.0,-12.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/1/2026 Call $589.00
